Date,Open,High,Low,Close,Adj Close,Volume
2020-08-31,19.830000,20.690001,19.830000,20.670000,20.643053,229600
2020-09-01,22.150000,22.410000,22.010000,22.350000,22.320864,279000
2020-09-02,22.530001,22.530001,22.070000,22.299999,22.270927,207900
2020-09-03,21.610001,22.000000,21.030001,21.080000,21.052519,211400
2020-09-04,20.860001,21.049999,20.219999,20.930000,20.902714,75300
2020-09-08,21.230000,21.230000,20.760000,20.820000,20.792858,102000
2020-09-09,20.620001,20.840000,20.500000,20.730000,20.702976,79900
2020-09-10,20.980000,21.170000,20.730000,20.750000,20.722950,39000
2020-09-11,22.160000,22.410000,22.090000,22.200001,22.171061,76500
2020-09-14,22.170000,22.309999,22.049999,22.250000,22.220993,87300
2020-09-15,24.500000,25.170000,24.500000,25.049999,25.017342,213400
2020-09-16,26.320000,26.760000,26.320000,26.350000,26.315649,167500
2020-09-17,27.490000,28.350000,27.320000,28.170000,28.133276,185000
2020-09-18,28.490000,28.490000,28.170000,28.170000,28.133276,131200
2020-09-21,25.750000,26.360001,25.670000,26.260000,26.225767,124400
2020-09-22,27.670000,28.129999,27.670000,28.049999,28.013433,239300
2020-09-23,28.480000,28.480000,27.629999,27.629999,27.593981,317400
2020-09-24,26.820000,27.330000,26.730000,27.129999,27.094631,354600
2020-09-25,26.629999,26.709999,26.330000,26.660000,26.625244,422100
2020-09-28,27.299999,27.500000,27.160000,27.350000,27.314344,117100
2020-09-29,28.510000,28.510000,28.090000,28.430000,28.392939,144500
2020-09-30,31.719999,32.500000,31.430000,32.250000,32.207958,204400
2020-10-01,33.220001,33.680000,32.720001,33.240002,33.196667,225500
2020-10-02,32.270000,32.970001,32.160000,32.160000,32.118076,162200
2020-10-05,32.439999,32.439999,32.200001,32.360001,32.317814,152300
2020-10-06,31.990000,31.990000,31.299999,31.360001,31.319118,173400
2020-10-07,31.490000,31.799999,31.330000,31.780001,31.738571,117700
2020-10-08,33.060001,33.400002,33.049999,33.279999,33.236610,166400
2020-10-09,32.209999,32.520000,32.000000,32.520000,32.477604,89000
2020-10-12,33.849998,33.849998,33.240002,33.279999,33.236610,92900
2020-10-13,33.299999,33.689999,33.279999,33.599998,33.556194,112100
2020-10-14,34.639999,34.730000,34.400002,34.500000,34.455021,326100
2020-10-15,34.840000,35.169998,34.660000,35.060001,35.014297,215600
2020-10-16,34.119999,34.119999,33.459999,33.560001,33.516251,217300
2020-10-19,33.180000,33.200001,32.660000,32.660000,32.617420,135200
2020-10-20,35.740002,36.049999,35.709999,35.799999,35.753330,207700
2020-10-21,36.200001,36.490002,35.900002,35.990002,35.943085,247600
2020-10-22,37.970001,38.349998,37.830002,37.970001,37.920502,215600
2020-10-23,35.869999,35.869999,35.349998,35.759998,35.713383,208300
2020-10-26,34.000000,34.980000,34.000000,34.619999,34.574867,343300
2020-10-27,36.209999,36.799999,36.209999,36.750000,36.702091,192600
2020-10-28,37.560001,37.730000,36.599998,36.919998,36.871868,286500
2020-10-29,39.700001,42.490002,39.700001,41.500000,41.445900,286300
2020-10-30,41.450001,41.450001,40.250000,40.689999,40.636955,295300
2020-11-02,44.990002,45.000000,44.580002,44.639999,44.581806,455000
2020-11-03,45.130001,45.130001,43.689999,44.459999,44.402039,227100
2020-11-04,44.820000,46.049999,44.820000,45.860001,45.800217,372600
2020-11-05,50.599998,51.759998,50.279999,51.759998,51.692520,431700
2020-11-06,50.900002,51.080002,50.400002,51.070000,51.003422,307800
2020-11-09,51.709999,52.000000,50.540001,50.700001,50.633907,323800
2020-11-10,47.000000,47.290001,43.759998,45.389999,45.330826,535000
2020-11-11,42.060001,43.200001,41.020000,43.020000,42.963917,325700
2020-11-12,45.860001,47.480000,45.860001,47.209999,47.148457,525100
2020-11-13,48.000000,49.700001,46.500000,47.150002,47.088535,463800
2020-11-16,46.110001,47.000000,45.180000,46.790001,46.729004,846700
2020-11-17,44.650002,44.880001,43.919998,44.389999,44.332130,325400
2020-11-18,46.419998,46.570000,45.310001,46.150002,46.089836,483400
2020-11-19,44.730000,45.500000,44.480000,45.340000,45.280891,370400
2020-11-20,46.889999,47.500000,46.889999,47.450001,47.388142,334100
2020-11-23,51.000000,52.650002,50.500000,52.650002,52.581367,806300
2020-11-24,52.990002,53.459999,51.299999,52.160000,52.091999,421600
2020-11-25,49.669998,50.279999,49.320000,50.259998,50.194477,250000
2020-11-27,48.689999,49.119999,48.410000,48.770000,48.706421,209300
2020-11-30,48.389999,48.389999,46.529999,46.650002,46.589184,333200
2020-12-01,48.610001,48.860001,47.099998,47.340000,47.278286,469700
2020-12-02,45.200001,45.830002,44.220001,45.520000,45.460659,312500
2020-12-03,45.200001,45.270000,44.200001,44.290001,44.232262,284100
2020-12-04,45.840000,46.060001,45.119999,45.490002,45.430702,214700
2020-12-07,45.529999,46.740002,45.139999,46.099998,46.039902,316000
2020-12-08,47.290001,47.290001,46.599998,47.209999,47.148457,245500
2020-12-09,46.389999,46.389999,44.730000,45.040001,44.981285,243900
2020-12-10,44.919998,45.830002,44.919998,45.750000,45.690357,114700
2020-12-11,44.790001,44.980000,44.259998,44.310001,44.252235,128100
2020-12-14,46.119999,46.570000,46.000000,46.250000,46.189709,147000
2020-12-15,46.270000,47.389999,46.270000,47.369999,47.308243,197900
2020-12-16,47.169998,47.169998,46.220001,46.680000,46.619144,120900
2020-12-17,46.799999,47.090000,46.590000,47.029999,46.968685,109600
2020-12-18,47.740002,47.990002,47.700001,47.900002,47.837559,197500
2020-12-21,51.439999,52.360001,51.439999,52.320000,52.251793,292000
2020-12-22,50.049999,50.680000,49.720001,49.869999,49.804985,201500
2020-12-23,50.799999,51.160000,50.540001,50.860001,50.793697,258000
2020-12-24,48.320000,50.849998,48.320000,48.900002,48.836254,90700
2020-12-28,50.869999,51.529999,50.650002,50.849998,50.783710,205700
2020-12-29,50.290001,50.299999,49.509998,50.209999,50.144543,153800
2020-12-30,50.849998,51.400002,50.330002,51.400002,51.332993,151500
2020-12-31,52.000000,52.799999,52.000000,52.770000,52.701210,110900
2021-01-04,55.820000,57.189999,55.820000,56.099998,56.026867,217200
2021-01-05,58.709999,60.000000,58.709999,59.880001,59.801937,426900
2021-01-06,58.540001,59.490002,57.750000,58.099998,58.024254,316900
2021-01-07,60.910000,62.080002,60.509998,61.980000,61.899200,229700
2021-01-08,62.570000,62.790001,61.980000,62.709999,62.628246,267800
2021-01-11,65.790001,65.959999,64.440002,64.449997,64.365974,560500
2021-01-12,66.019997,68.139999,66.019997,68.099998,68.011215,397800
2021-01-13,66.660004,66.949997,66.000000,66.699997,66.613037,305600
2021-01-14,64.860001,64.870003,63.830002,63.889999,63.806709,450600
2021-01-15,61.700001,61.700001,59.410000,59.900002,59.821911,354200
2021-01-19,62.060001,62.060001,60.860001,61.500000,61.419827,272900
2021-01-20,61.290001,61.320000,58.820000,59.900002,59.821911,619600
2021-01-21,63.560001,64.290001,63.230000,64.169998,64.086342,295000
2021-01-22,64.889999,66.489998,64.889999,66.419998,66.333412,309700
2021-01-25,72.910004,72.910004,70.099998,70.599998,70.507965,452500
2021-01-26,69.000000,69.099998,67.919998,68.330002,68.240921,385800
2021-01-27,65.419998,65.620003,64.019997,64.199997,64.116302,361700
2021-01-28,62.250000,62.889999,61.509998,62.599998,62.518391,429700
2021-01-29,62.340000,62.340000,60.279999,60.580002,60.501026,348100
2021-02-01,64.339996,64.839996,62.990002,64.300003,64.216179,310600
2021-02-02,68.059998,69.370003,67.589996,69.019997,68.930016,428500
2021-02-03,70.599998,70.599998,67.599998,67.949997,67.861412,534500
2021-02-04,67.029999,67.559998,65.910004,65.970001,65.884003,317400
2021-02-05,65.400002,65.400002,64.250000,65.099998,65.015129,326900
2021-02-08,65.980003,65.980003,64.599998,65.309998,65.224861,173900
2021-02-09,67.440002,68.400002,66.730003,68.370003,68.280876,263300
2021-02-10,69.459999,69.919998,67.730003,68.099998,68.011215,207200
2021-02-11,68.279999,69.580002,68.000000,68.559998,68.470619,116600
2021-02-12,68.199997,68.470001,67.510002,68.410004,68.320824,98100
2021-02-16,69.500000,69.879997,68.410004,69.000000,68.910042,173100
2021-02-17,68.180000,68.389999,67.000000,67.949997,67.861412,327900
2021-02-18,65.470001,65.599998,64.180000,64.790001,64.705536,312000
2021-02-19,66.000000,66.000000,64.139999,64.389999,64.306061,163500
2021-02-22,61.259998,61.529999,60.000000,60.000000,59.921783,297400
2021-02-23,54.330002,56.700001,53.009998,56.500000,56.426342,887000
2021-02-24,55.470001,57.099998,55.029999,56.610001,56.536201,596300
2021-02-25,55.000000,56.599998,52.880001,52.880001,52.811066,598600
2021-02-26,51.540001,51.869999,50.349998,51.560001,51.492786,707700
2021-03-01,56.110001,57.200001,55.209999,56.750000,56.676018,434700
2021-03-02,56.700001,56.700001,54.000000,54.320000,54.249184,379700
2021-03-03,55.150002,55.500000,53.200001,53.330002,53.260479,339400
2021-03-04,50.500000,53.000000,47.299999,48.730000,48.666473,705600
2021-03-05,50.139999,50.980000,46.160000,49.910000,49.844933,630300
2021-03-08,46.430000,48.000000,44.610001,44.669998,44.611763,684700
2021-03-09,47.419998,50.200001,46.930000,49.150002,49.085926,508200
2021-03-10,49.020000,49.020000,47.500000,47.759998,47.697735,301000
2021-03-11,51.500000,52.090000,50.400002,52.090000,52.022091,475600
2021-03-12,50.340000,50.340000,48.990002,49.810001,49.745068,259500
2021-03-15,48.830002,48.860001,48.000000,48.520000,48.456745,202800
2021-03-16,49.650002,49.730000,48.849998,49.369999,49.305637,256400
2021-03-17,48.090000,50.209999,48.000000,50.209999,50.144543,191800
2021-03-18,49.599998,49.599998,48.040001,48.230000,48.167126,224700
2021-03-19,47.150002,48.369999,46.919998,48.320000,48.257008,141400
2021-03-22,48.779999,48.779999,48.160000,48.650002,48.586578,102500
2021-03-23,47.380001,47.380001,46.119999,46.220001,46.159748,236200
2021-03-24,43.990002,43.990002,41.639999,41.689999,41.635651,767300
2021-03-25,42.250000,43.730000,42.080002,43.459999,43.403343,269300
2021-03-26,45.130001,45.790001,44.189999,45.400002,45.340816,399600
2021-03-29,44.250000,44.250000,43.369999,43.509998,43.453274,317200
2021-03-30,43.310001,44.630001,43.130001,44.349998,44.292179,240200
2021-03-31,43.000000,43.520000,42.599998,43.270000,43.213593,262500
2021-04-01,46.169998,46.360001,45.150002,45.240002,45.181023,255300
2021-04-05,46.000000,47.060001,45.959999,46.259998,46.199688,174500
2021-04-06,46.099998,46.720001,45.700001,46.130001,46.069862,184100
2021-04-07,45.889999,45.889999,44.919998,44.959999,44.901386,175300
2021-04-08,45.900002,46.450001,45.610001,45.610001,45.550541,204700
2021-04-09,45.400002,45.400002,44.599998,45.099998,45.041206,121300
2021-04-12,43.310001,44.000000,43.310001,43.820000,43.762875,212600
2021-04-13,44.080002,44.790001,43.740002,44.419998,44.362087,213800
2021-04-14,46.049999,46.480000,44.980000,45.049999,44.991268,201900
2021-04-15,45.480000,45.549999,44.930000,45.070000,45.011246,147200
2021-04-16,45.650002,45.650002,45.060001,45.320000,45.260918,220000
