Date,Open,High,Low,Close,Adj Close,Volume
2020-08-31,17.190001,19.830000,16.820000,19.030001,19.030001,226610900
2020-09-01,19.450001,20.379999,18.750000,20.120001,20.120001,137226000
2020-09-02,20.920000,21.049999,18.500000,19.900000,19.900000,153460600
2020-09-03,19.090000,19.840000,18.350000,18.700001,18.700001,128358400
2020-09-04,18.540001,19.180000,15.610000,17.980000,17.980000,163329800
2020-09-08,17.170000,17.860001,16.510000,17.030001,17.030001,89624600
2020-09-09,17.900000,18.629999,17.700001,18.090000,18.090000,90988400
2020-09-10,18.490000,18.719999,17.490000,17.740000,17.740000,79679800
2020-09-11,18.000000,18.100000,17.450001,17.969999,17.969999,55373500
2020-09-14,18.180000,18.780001,17.900000,18.730000,18.730000,68234900
2020-09-15,19.100000,20.250000,18.879999,19.190001,19.190001,111630500
2020-09-16,19.270000,19.540001,18.520000,19.010000,19.010000,57671000
2020-09-17,18.260000,19.330000,18.080000,19.299999,19.299999,55186600
2020-09-18,19.719999,19.879999,18.940001,19.410000,19.410000,54885500
2020-09-21,19.049999,19.270000,17.660000,18.809999,18.809999,75969500
2020-09-22,18.480000,19.450001,18.370001,19.230000,19.230000,61061100
2020-09-23,19.219999,19.360001,17.799999,17.959999,17.959999,70568100
2020-09-24,17.320000,18.389999,16.750000,17.850000,17.850000,71069500
2020-09-25,18.020000,18.620001,17.950001,18.320000,18.320000,44122100
2020-09-28,18.879999,19.160000,18.430000,18.809999,18.809999,42786200
2020-09-29,18.760000,21.120001,18.709999,20.850000,20.850000,163159200
2020-09-30,21.719999,22.590000,20.760000,21.219999,21.219999,183530500
2020-10-01,21.680000,21.959999,20.830000,21.760000,21.760000,79117100
2020-10-02,20.830000,22.200001,20.799999,21.180000,21.180000,92713600
2020-10-05,21.660000,21.920000,21.070000,21.590000,21.590000,60860100
2020-10-06,21.709999,21.940001,20.600000,20.670000,20.670000,73217100
2020-10-07,21.059999,21.770000,20.790001,21.559999,21.559999,59354300
2020-10-08,22.049999,22.450001,21.290001,21.440001,21.440001,77719600
2020-10-09,21.620001,21.740000,21.320000,21.469999,21.469999,37329000
2020-10-12,21.879999,22.180000,21.549999,21.850000,21.850000,45476800
2020-10-13,21.860001,21.969999,21.170000,21.620001,21.620001,42581500
2020-10-14,23.980000,26.959999,23.730000,26.500000,26.500000,382663200
2020-10-15,27.200001,29.230000,25.780001,28.070000,28.070000,385210600
2020-10-16,29.180000,29.400000,27.940001,28.480000,28.480000,186764700
2020-10-19,28.209999,28.559999,27.219999,27.629999,27.629999,115708700
2020-10-20,27.420000,28.299999,27.049999,27.959999,27.959999,105233400
2020-10-21,27.900000,28.430000,27.389999,27.860001,27.860001,65357900
2020-10-22,28.150000,28.280001,26.809999,27.379999,27.379999,72173300
2020-10-23,27.370001,27.420000,26.480000,27.160000,27.160000,51784000
2020-10-26,26.610001,27.350000,25.459999,26.010000,26.010000,72610300
2020-10-27,26.209999,28.459999,26.030001,28.440001,28.440001,104257700
